"","transactionId","fromCustomerId","fromAccountNo","toCustomerId","toAccountNo","transactionSource","debitCreditIndicator","amount","timeOfTransaction","date","status","chequeId","wireId","onlineId","branchCode","description","tran_cluster"
"7526",1906468,148,40634,511,44935,"Wire","debit",44657,"02:54:05",2020-07-11,"Completed","",2058504,"","USA-GA30907","",3
"7530",7964398,148,40634,511,44935,"Wire","debit",22483,"01:53:13",2020-07-11,"Completed","",1572763,"","USA-GA30907","",3
"7531",5119096,148,40634,511,44935,"Wire","debit",47614,"00:58:57",2020-07-11,"Completed","",4441170,"","USA-GA30907","",3
"7533",3372249,148,40634,511,44935,"Wire","debit",43315,"02:38:33",2020-07-11,"Completed","",9960018,"","USA-GA30907","",3
"7535",3273697,148,40634,511,44935,"Wire","debit",38827,"02:43:09",2020-07-11,"Completed","",2942482,"","USA-GA30907","",3
"7538",3063326,148,40634,511,44935,"Wire","debit",38777,"01:35:39",2020-07-11,"Completed","",8960484,"","USA-GA30907","",3
"7553",9244927,148,40634,511,44935,"Wire","debit",40399,"01:07:49",2020-07-11,"Completed","",7944632,"","USA-GA30907","",3
"7558",5534256,148,40634,511,44935,"Wire","debit",36533,"01:37:49",2020-07-11,"Completed","",1177076,"","USA-GA30907","",3
"7559",2125253,148,40634,511,44935,"Wire","debit",31524,"00:57:50",2020-07-11,"Completed","",3595721,"","USA-GA30907","",3
"7561",9753697,148,40634,511,44935,"Wire","debit",26789,"01:06:48",2020-07-11,"Completed","",7656297,"","USA-GA30907","",3
"7565",9742452,148,40634,511,44935,"Wire","debit",22498,"00:56:00",2020-07-11,"Completed","",8659304,"","USA-GA30907","",3
"7572",7401803,148,40634,511,44935,"Wire","debit",29107,"01:04:56",2020-07-11,"Completed","",241089,"","USA-GA30907","",3
"7576",72218,148,40634,511,44935,"Wire","debit",34230,"02:54:38",2020-07-11,"Completed","",9591121,"","USA-GA30907","",3
"7577",6094011,148,40634,511,44935,"Wire","debit",43013,"02:43:20",2020-07-11,"Completed","",9876223,"","USA-GA30907","",3
"7581",9717703,148,40634,511,44935,"Wire","debit",48943,"01:48:58",2020-07-11,"Completed","",4556118,"","USA-GA30907","",3
"7583",168961,148,40634,511,44935,"Wire","debit",28457,"02:29:58",2020-07-11,"Completed","",6572936,"","USA-GA30907","",3
"7584",3260654,148,40634,511,44935,"Wire","debit",26937,"02:35:49",2020-07-11,"Completed","",52204,"","USA-GA30907","",3
"7587",8488282,148,40634,511,44935,"Wire","debit",44006,"00:00:48",2020-07-11,"Completed","",5264011,"","USA-GA30907","",3
"7588",1602510,148,40634,511,44935,"Wire","debit",45554,"02:48:52",2020-07-11,"Completed","",635788,"","USA-GA30907","",3
"7591",2471571,148,40634,511,44935,"Wire","debit",24532,"01:21:42",2020-07-11,"Completed","",2482606,"","USA-GA30907","",3
"7594",153268,148,40634,511,44935,"Wire","debit",42063,"03:17:26",2020-07-11,"Completed","",2622487,"","USA-GA30907","",3
"7604",2767900,148,40634,511,44935,"Wire","debit",39086,"03:47:56",2020-07-11,"Completed","",2925122,"","USA-GA30907","",3
"7606",5829126,148,40634,511,44935,"Wire","debit",29173,"00:55:10",2020-07-11,"Completed","",3914615,"","USA-GA30907","",3
"7611",2040680,148,40634,511,44935,"Wire","debit",46469,"03:54:50",2020-07-11,"Completed","",7167812,"","USA-GA30907","",3
"7614",1242584,148,40634,511,44935,"Wire","debit",48297,"02:08:25",2020-07-11,"Completed","",8432452,"","USA-GA30907","",3
"7618",3535859,148,40634,511,44935,"Wire","debit",32802,"01:57:54",2020-07-11,"Completed","",6569254,"","USA-GA30907","",3
"7620",5218806,148,40634,511,44935,"Wire","debit",45807,"01:34:43",2020-07-11,"Completed","",3619755,"","USA-GA30907","",3
"7624",1456447,148,40634,511,44935,"Wire","debit",34318,"02:01:15",2020-07-11,"Completed","",9310688,"","USA-GA30907","",3
"7627",6977240,148,40634,511,44935,"Wire","debit",45230,"02:32:45",2020-07-11,"Completed","",9190430,"","USA-GA30907","",3
"7628",2031540,148,40634,511,44935,"Wire","debit",49331,"03:18:39",2020-07-11,"Completed","",2531233,"","USA-GA30907","",3
"7629",4943091,148,40634,511,44935,"Wire","debit",31073,"01:07:06",2020-07-11,"Completed","",6821405,"","USA-GA30907","",3
"7631",187354,148,40634,511,44935,"Wire","debit",32699,"00:30:47",2020-07-11,"Completed","",2900281,"","USA-GA30907","",3
"7632",4930483,148,40634,511,44935,"Wire","debit",31688,"02:51:54",2020-07-11,"Completed","",6056420,"","USA-GA30907","",3
"7634",1016186,148,40634,511,44935,"Wire","debit",34935,"00:12:51",2020-07-11,"Completed","",9329469,"","USA-GA30907","",3
"7638",5725628,148,40634,511,44935,"Wire","debit",43544,"03:22:28",2020-07-11,"Completed","",6780595,"","USA-GA30907","",3
"7649",4595981,148,40634,511,44935,"Wire","debit",27932,"02:58:45",2020-07-11,"Completed","",7928558,"","USA-GA30907","",3
"7652",9244739,148,40634,511,44935,"Wire","debit",43825,"00:58:32",2020-07-11,"Completed","",9593991,"","USA-GA30907","",3
"7656",5214848,148,40634,511,44935,"Wire","debit",32040,"03:18:22",2020-07-11,"Completed","",147367,"","USA-GA30907","",3
"7662",77738,148,40634,511,44935,"Wire","debit",43549,"01:48:48",2020-07-11,"Completed","",4556817,"","USA-GA30907","",3
"7665",9601682,148,40634,511,44935,"Wire","debit",25762,"03:54:40",2020-07-11,"Completed","",2924852,"","USA-GA30907","",3
"7675",4400776,148,40634,511,44935,"Wire","debit",36439,"00:08:39",2020-07-11,"Completed","",3930683,"","USA-GA30907","",3
"7677",3044621,148,40634,511,44935,"Wire","debit",30381,"03:23:34",2020-07-11,"Completed","",3200103,"","USA-GA30907","",3
"7682",3437477,148,40634,511,44935,"Wire","debit",33500,"01:56:09",2020-07-11,"Completed","",8157769,"","USA-GA30907","",3
"7683",4864670,148,40634,511,44935,"Wire","debit",35284,"02:55:33",2020-07-11,"Completed","",3486386,"","USA-GA30907","",3
"7689",1182331,148,40634,511,44935,"Wire","debit",38513,"01:28:51",2020-07-11,"Completed","",225398,"","USA-GA30907","",3
"7690",722993,148,40634,511,44935,"Wire","debit",44379,"03:20:51",2020-07-11,"Completed","",7215655,"","USA-GA30907","",3
"7693",5184326,148,40634,511,44935,"Wire","debit",28525,"00:03:18",2020-07-11,"Completed","",58066,"","USA-GA30907","",3
"7694",1433517,148,40634,511,44935,"Wire","debit",33426,"01:49:20",2020-07-11,"Completed","",5420467,"","USA-GA30907","",3
"7696",1353269,148,40634,511,44935,"Wire","debit",44709,"03:35:01",2020-07-11,"Completed","",1874826,"","USA-GA30907","",3
"7697",2229685,148,40634,511,44935,"Wire","debit",48025,"03:51:44",2020-07-11,"Completed","",7347806,"","USA-GA30907","",3
"7698",9182582,148,40634,511,44935,"Wire","debit",26606,"03:58:07",2020-07-11,"Completed","",1866286,"","USA-GA30907","",3
"7699",4549377,148,40634,511,44935,"Wire","debit",22408,"01:59:03",2020-07-11,"Completed","",8530546,"","USA-GA30907","",3
"7701",6161640,148,40634,511,44935,"Wire","debit",31478,"01:58:19",2020-07-11,"Completed","",6090956,"","USA-GA30907","",3
"7705",1538121,148,40634,511,44935,"Wire","debit",40783,"01:20:09",2020-07-11,"Completed","",4041727,"","USA-GA30907","",3
"7707",740592,148,40634,511,44935,"Wire","debit",35429,"00:10:15",2020-07-11,"Completed","",9488358,"","USA-GA30907","",3
"7710",5728017,148,40634,511,44935,"Wire","debit",42644,"03:11:28",2020-07-11,"Completed","",8701893,"","USA-GA30907","",3
"7711",8355817,148,40634,511,44935,"Wire","debit",31821,"01:58:01",2020-07-11,"Completed","",4202127,"","USA-GA30907","",3
"7715",9141878,148,40634,511,44935,"Wire","debit",32746,"00:31:55",2020-07-11,"Completed","",8164843,"","USA-GA30907","",3
"7720",985115,148,40634,511,44935,"Wire","debit",28832,"03:11:52",2020-07-11,"Completed","",4786079,"","USA-GA30907","",3
"7722",7065439,148,40634,511,44935,"Wire","debit",39544,"02:17:12",2020-07-11,"Completed","",3067442,"","USA-GA30907","",3
"7725",7220785,148,40634,511,44935,"Wire","debit",31117,"03:09:53",2020-07-11,"Completed","",2537641,"","USA-GA30907","",3
"7730",9073868,148,40634,511,44935,"Wire","debit",29647,"03:24:19",2020-07-11,"Completed","",2942083,"","USA-GA30907","",3
"7731",6579059,148,40634,511,44935,"Wire","debit",38877,"03:40:50",2020-07-11,"Completed","",2439706,"","USA-GA30907","",3
"7733",7644361,148,40634,511,44935,"Wire","debit",22530,"03:00:36",2020-07-11,"Completed","",2917872,"","USA-GA30907","",3
"7736",9247816,148,40634,511,44935,"Wire","debit",30114,"01:01:01",2020-07-11,"Completed","",354585,"","USA-GA30907","",3
"7738",3704886,148,40634,511,44935,"Wire","debit",42134,"01:00:08",2020-07-11,"Completed","",5048522,"","USA-GA30907","",3
"7745",9561210,148,40634,511,44935,"Wire","debit",41385,"03:53:57",2020-07-11,"Completed","",7603060,"","USA-GA30907","",3
"7748",9520311,148,40634,511,44935,"Wire","debit",23673,"00:08:20",2020-07-11,"Completed","",6454331,"","USA-GA30907","",3
"7754",8975314,148,40634,511,44935,"Wire","debit",32340,"00:56:23",2020-07-11,"Completed","",6476768,"","USA-GA30907","",3
"7759",5232056,148,40634,511,44935,"Wire","debit",38624,"00:49:42",2020-07-11,"Completed","",9208705,"","USA-GA30907","",3
"7761",1953673,148,40634,511,44935,"Wire","debit",24637,"03:53:52",2020-07-11,"Completed","",2804853,"","USA-GA30907","",3
"7764",7039799,148,40634,511,44935,"Wire","debit",24603,"01:51:45",2020-07-11,"Completed","",1289853,"","USA-GA30907","",3
"7765",1892863,148,40634,511,44935,"Wire","debit",44569,"00:32:24",2020-07-11,"Completed","",3296316,"","USA-GA30907","",3
"7766",9041114,148,40634,511,44935,"Wire","debit",39247,"00:45:45",2020-07-11,"Completed","",370963,"","USA-GA30907","",3
"7770",5301770,148,40634,511,44935,"Wire","debit",40542,"00:18:11",2020-07-11,"Completed","",7586099,"","USA-GA30907","",3
"7778",724187,148,40634,511,44935,"Wire","debit",49400,"03:29:16",2020-07-11,"Completed","",5641570,"","USA-GA30907","",3
"7781",6988017,148,40634,511,44935,"Wire","debit",24293,"01:57:36",2020-07-11,"Completed","",1880640,"","USA-GA30907","",3
"7793",1362631,148,40634,511,44935,"Wire","debit",25272,"02:41:03",2020-07-11,"Completed","",6875988,"","USA-GA30907","",3
"7801",4582365,148,40634,511,44935,"Wire","debit",37279,"03:26:17",2020-07-11,"Completed","",2940419,"","USA-GA30907","",3
"7802",1441037,148,40634,511,44935,"Wire","debit",36274,"02:52:02",2020-07-11,"Completed","",6370878,"","USA-GA30907","",3
"7805",6630141,148,40634,511,44935,"Wire","debit",39936,"01:37:44",2020-07-11,"Completed","",1077819,"","USA-GA30907","",3
"7808",4872229,148,40634,511,44935,"Wire","debit",43430,"03:16:48",2020-07-11,"Completed","",3670850,"","USA-GA30907","",3
"7810",9389256,148,40634,511,44935,"Wire","debit",35283,"02:55:20",2020-07-11,"Completed","",8283232,"","USA-GA30907","",3
"7813",6638420,148,40634,511,44935,"Wire","debit",28448,"02:49:19",2020-07-11,"Completed","",7251300,"","USA-GA30907","",3
"7815",2136511,148,40634,511,44935,"Wire","debit",40601,"03:00:01",2020-07-11,"Completed","",4216990,"","USA-GA30907","",3
"7816",1092540,148,40634,511,44935,"Wire","debit",43822,"00:47:34",2020-07-11,"Completed","",8268559,"","USA-GA30907","",3
"7819",3673553,148,40634,511,44935,"Wire","debit",38601,"02:31:17",2020-07-11,"Completed","",1621065,"","USA-GA30907","",3
"7829",1555477,148,40634,511,44935,"Wire","debit",49128,"02:30:02",2020-07-11,"Completed","",6727450,"","USA-GA30907","",3
"7831",7269638,148,40634,511,44935,"Wire","debit",43783,"03:46:33",2020-07-11,"Completed","",389864,"","USA-GA30907","",3
"7835",2692633,591,29989,619,25617,"Online","credit",37882,"03:20:41",2020-07-11,"Completed","",0,"4921624","USA-AZ86322","",3
"7837",3171403,591,29989,619,25617,"Online","credit",23141,"03:28:33",2020-07-11,"Completed","",0,"1492686","USA-AZ86322","",3
"7838",9419864,591,29989,619,25617,"Online","credit",45759,"00:37:25",2020-07-11,"Completed","",0,"5040752","USA-AZ86322","",3
"7841",7459381,591,29989,619,25617,"Online","credit",38208,"00:18:43",2020-07-11,"Completed","",0,"41833","USA-AZ86322","",3
"7843",8535482,591,29989,619,25617,"Online","credit",36252,"00:18:05",2020-07-11,"Completed","",0,"3696339","USA-AZ86322","",3
"7848",2399735,591,29989,619,25617,"Online","credit",46007,"00:33:33",2020-07-11,"Completed","",0,"431575","USA-AZ86322","",3
"7852",862667,591,29989,619,25617,"Online","credit",38977,"01:33:46",2020-07-11,"Completed","",0,"1221421","USA-AZ86322","",3
"7853",2395953,591,29989,619,25617,"Online","credit",39708,"01:03:06",2020-07-11,"Completed","",0,"4133579","USA-AZ86322","",3
"7855",8980751,591,29989,619,25617,"Online","credit",38237,"03:18:17",2020-07-11,"Completed","",0,"7736884","USA-AZ86322","",3
"7859",8501013,591,29989,619,25617,"Online","credit",38243,"01:28:25",2020-07-11,"Completed","",0,"7130662","USA-AZ86322","",3
"7860",4330937,591,29989,619,25617,"Online","credit",33657,"03:57:53",2020-07-11,"Completed","",0,"1506661","USA-AZ86322","",3
"7863",7332393,591,29989,619,25617,"Online","credit",47853,"03:40:52",2020-07-11,"Completed","",0,"5925342","USA-AZ86322","",3
"7868",6971271,591,29989,619,25617,"Online","credit",31842,"00:02:58",2020-07-11,"Completed","",0,"8659367","USA-AZ86322","",3
"7872",9110844,591,29989,619,25617,"Online","credit",40445,"03:55:10",2020-07-11,"Completed","",0,"3853395","USA-AZ86322","",3
"7875",3809900,591,29989,619,25617,"Online","credit",33566,"01:55:46",2020-07-11,"Completed","",0,"7270967","USA-AZ86322","",3
"7879",7186214,591,29989,619,25617,"Online","credit",39845,"03:19:35",2020-07-11,"Completed","",0,"7998567","USA-AZ86322","",3
"7880",9461200,591,29989,619,25617,"Online","credit",28605,"01:56:38",2020-07-11,"Completed","",0,"1106743","USA-AZ86322","",3
"7881",3444469,591,29989,619,25617,"Online","credit",37636,"02:25:29",2020-07-11,"Completed","",0,"4922342","USA-AZ86322","",3
"7888",4378395,591,29989,619,25617,"Online","credit",26564,"00:17:19",2020-07-11,"Completed","",0,"1490678","USA-AZ86322","",3
"7890",8207490,591,29989,619,25617,"Online","credit",47687,"02:53:43",2020-07-11,"Completed","",0,"7773032","USA-AZ86322","",3
"7891",8178440,591,29989,619,25617,"Online","credit",22672,"01:16:29",2020-07-11,"Completed","",0,"1794008","USA-AZ86322","",3
"7892",5704254,591,29989,619,25617,"Online","credit",24345,"01:31:28",2020-07-11,"Completed","",0,"9490033","USA-AZ86322","",3
"7894",5550537,591,29989,619,25617,"Online","credit",34502,"03:43:20",2020-07-11,"Completed","",0,"6727931","USA-AZ86322","",3
"7902",179531,591,29989,619,25617,"Online","credit",23299,"01:12:25",2020-07-11,"Completed","",0,"2529721","USA-AZ86322","",3
"7912",7554794,591,29989,619,25617,"Online","credit",25739,"02:37:59",2020-07-11,"Completed","",0,"6651577","USA-AZ86322","",3
"7914",2363958,591,29989,619,25617,"Online","credit",40108,"01:45:07",2020-07-11,"Completed","",0,"3968746","USA-AZ86322","",3
"7917",6533400,591,29989,619,25617,"Online","credit",29659,"01:04:42",2020-07-11,"Completed","",0,"5850674","USA-AZ86322","",3
"7920",6817888,591,29989,619,25617,"Online","credit",43184,"02:30:47",2020-07-11,"Completed","",0,"7434551","USA-AZ86322","",3
"7928",512962,591,29989,619,25617,"Online","credit",41147,"02:03:15",2020-07-11,"Completed","",0,"8984235","USA-AZ86322","",3
"7934",3545701,591,29989,619,25617,"Online","credit",37953,"00:22:55",2020-07-11,"Completed","",0,"1006407","USA-AZ86322","",3
"7940",9717723,591,29989,619,25617,"Online","credit",35536,"03:34:54",2020-07-11,"Completed","",0,"3203119","USA-AZ86322","",3
"7942",3547879,591,29989,619,25617,"Online","credit",29871,"00:13:10",2020-07-11,"Completed","",0,"2353504","USA-AZ86322","",3
"7943",4558787,591,29989,619,25617,"Online","credit",46432,"00:21:01",2020-07-11,"Completed","",0,"5025880","USA-AZ86322","",3
"7948",2842917,591,29989,619,25617,"Online","credit",43711,"01:26:19",2020-07-11,"Completed","",0,"3788377","USA-AZ86322","",3
"7955",673503,591,29989,619,25617,"Online","credit",46108,"01:09:30",2020-07-11,"Completed","",0,"2234949","USA-AZ86322","",3
"7958",4709828,591,29989,619,25617,"Online","credit",38192,"03:25:23",2020-07-11,"Completed","",0,"3853039","USA-AZ86322","",3
"7960",229294,591,29989,619,25617,"Online","credit",27254,"03:57:13",2020-07-11,"Completed","",0,"6694733","USA-AZ86322","",3
"7963",3654475,591,29989,619,25617,"Online","credit",47258,"01:00:30",2020-07-11,"Completed","",0,"1802750","USA-AZ86322","",3
"7969",9621038,591,29989,619,25617,"Online","credit",31949,"00:18:03",2020-07-11,"Completed","",0,"9713204","USA-AZ86322","",3
"7970",4514239,591,29989,619,25617,"Online","credit",43615,"00:09:51",2020-07-11,"Completed","",0,"1071447","USA-AZ86322","",3
"7971",475718,591,29989,619,25617,"Online","credit",42595,"00:33:58",2020-07-11,"Completed","",0,"2174576","USA-AZ86322","",3
"7972",3837717,591,29989,619,25617,"Online","credit",38017,"00:13:39",2020-07-11,"Completed","",0,"6392769","USA-AZ86322","",3
"7973",8230394,591,29989,619,25617,"Online","credit",33933,"03:38:44",2020-07-11,"Completed","",0,"4325180","USA-AZ86322","",3
"7974",3259293,591,29989,619,25617,"Online","credit",42071,"02:22:15",2020-07-11,"Completed","",0,"5473912","USA-AZ86322","",3
"7977",4829469,591,29989,619,25617,"Online","credit",32232,"01:32:29",2020-07-11,"Completed","",0,"6696131","USA-AZ86322","",3
"7979",7723735,591,29989,619,25617,"Online","credit",32420,"03:51:11",2020-07-11,"Completed","",0,"1838481","USA-AZ86322","",3
"7980",573731,591,29989,619,25617,"Online","credit",47876,"01:20:37",2020-07-11,"Completed","",0,"6149655","USA-AZ86322","",3
"7982",9060144,591,29989,619,25617,"Online","credit",23883,"02:58:58",2020-07-11,"Completed","",0,"7275458","USA-AZ86322","",3
"7985",2672692,591,29989,619,25617,"Online","credit",49232,"00:35:19",2020-07-11,"Completed","",0,"2982791","USA-AZ86322","",3
"7986",2485160,591,29989,619,25617,"Online","credit",26971,"03:48:12",2020-07-11,"Completed","",0,"5850702","USA-AZ86322","",3
"7987",3367859,591,29989,619,25617,"Online","credit",48928,"01:34:13",2020-07-11,"Completed","",0,"9679962","USA-AZ86322","",3
"7988",7017067,591,29989,619,25617,"Online","credit",44758,"00:16:21",2020-07-11,"Completed","",0,"5153506","USA-AZ86322","",3
"7994",9690971,591,29989,619,25617,"Online","credit",37163,"00:01:40",2020-07-11,"Completed","",0,"60448","USA-AZ86322","",3
"7996",1835521,591,29989,619,25617,"Online","credit",33056,"01:44:01",2020-07-11,"Completed","",0,"4113206","USA-AZ86322","",3
"8005",6152200,591,29989,619,25617,"Online","credit",30502,"03:53:29",2020-07-11,"Completed","",0,"3333136","USA-AZ86322","",3
"8009",3690450,591,29989,619,25617,"Online","credit",27114,"03:53:06",2020-07-11,"Completed","",0,"5909443","USA-AZ86322","",3
"8010",8077229,591,29989,619,25617,"Online","credit",45178,"01:46:04",2020-07-11,"Completed","",0,"6396647","USA-AZ86322","",3
"8011",9353339,591,29989,619,25617,"Online","credit",24753,"03:38:54",2020-07-11,"Completed","",0,"7679250","USA-AZ86322","",3
"8012",5686975,591,29989,619,25617,"Online","credit",37237,"00:34:27",2020-07-11,"Completed","",0,"4807921","USA-AZ86322","",3
"8013",9290018,591,29989,619,25617,"Online","credit",35779,"03:02:42",2020-07-11,"Completed","",0,"3183256","USA-AZ86322","",3
"8020",6122685,591,29989,619,25617,"Online","credit",33504,"01:01:47",2020-07-11,"Completed","",0,"4839023","USA-AZ86322","",3
"8024",3423380,591,29989,619,25617,"Online","credit",46732,"01:48:12",2020-07-11,"Completed","",0,"6491216","USA-AZ86322","",3
"8027",3941013,591,29989,619,25617,"Online","credit",32183,"00:14:24",2020-07-11,"Completed","",0,"8225306","USA-AZ86322","",3
"8034",6554963,591,29989,619,25617,"Online","credit",33425,"03:19:41",2020-07-11,"Completed","",0,"8203565","USA-AZ86322","",3
"8039",1375504,591,29989,619,25617,"Online","credit",43555,"02:09:52",2020-07-11,"Completed","",0,"6937544","USA-AZ86322","",3
"8041",889191,591,29989,619,25617,"Online","credit",24826,"02:40:44",2020-07-11,"Completed","",0,"4396509","USA-AZ86322","",3
"8042",527970,591,29989,619,25617,"Online","credit",36964,"02:39:27",2020-07-11,"Completed","",0,"8973288","USA-AZ86322","",3
"8043",4629820,591,29989,619,25617,"Online","credit",36841,"00:05:19",2020-07-11,"Completed","",0,"8684566","USA-AZ86322","",3
"8052",7196729,591,29989,619,25617,"Online","credit",47773,"03:22:17",2020-07-11,"Completed","",0,"7160760","USA-AZ86322","",3
"8053",8164924,591,29989,619,25617,"Online","credit",29762,"03:52:13",2020-07-11,"Completed","",0,"2642587","USA-AZ86322","",3
"8055",9375725,591,29989,619,25617,"Online","credit",42006,"03:40:32",2020-07-11,"Completed","",0,"5505506","USA-AZ86322","",3
"8056",2911660,591,29989,619,25617,"Online","credit",31248,"03:14:15",2020-07-11,"Completed","",0,"5376585","USA-AZ86322","",3
"8060",7176391,591,29989,619,25617,"Online","credit",29185,"00:55:17",2020-07-11,"Completed","",0,"9380106","USA-AZ86322","",3
"8064",5866514,591,29989,619,25617,"Online","credit",41876,"00:13:36",2020-07-11,"Completed","",0,"8041316","USA-AZ86322","",3
"8068",2806814,591,29989,619,25617,"Online","credit",47027,"02:21:28",2020-07-11,"Completed","",0,"9446862","USA-AZ86322","",3
"8069",9929915,591,29989,619,25617,"Online","credit",28113,"01:45:37",2020-07-11,"Completed","",0,"1463925","USA-AZ86322","",3
"8072",346627,591,29989,619,25617,"Online","credit",26997,"00:55:03",2020-07-11,"Completed","",0,"7863263","USA-AZ86322","",3
"8073",9698567,591,29989,619,25617,"Online","credit",41775,"00:35:13",2020-07-11,"Completed","",0,"6038806","USA-AZ86322","",3
"8079",509506,591,29989,619,25617,"Online","credit",43907,"02:06:41",2020-07-11,"Completed","",0,"5916289","USA-AZ86322","",3
"8080",8474176,591,29989,619,25617,"Online","credit",30825,"00:52:01",2020-07-11,"Completed","",0,"802115","USA-AZ86322","",3
"8083",4991358,591,29989,619,25617,"Online","credit",33750,"00:05:21",2020-07-11,"Completed","",0,"2580111","USA-AZ86322","",3
"8093",1734824,591,29989,619,25617,"Online","credit",23544,"03:35:31",2020-07-11,"Completed","",0,"383479","USA-AZ86322","",3
"8096",2445464,591,29989,619,25617,"Online","credit",23469,"00:32:26",2020-07-11,"Completed","",0,"4402085","USA-AZ86322","",3
"8098",13346,591,29989,619,25617,"Online","credit",44673,"00:55:40",2020-07-11,"Completed","",0,"1276927","USA-AZ86322","",3
"8099",2544478,591,29989,619,25617,"Online","credit",23191,"01:45:16",2020-07-11,"Completed","",0,"9333788","USA-AZ86322","",3
"8106",8156513,591,29989,619,25617,"Online","credit",33856,"03:02:29",2020-07-11,"Completed","",0,"3505250","USA-AZ86322","",3
"8114",4014823,591,29989,619,25617,"Online","credit",30292,"00:52:30",2020-07-11,"Completed","",0,"3241075","USA-AZ86322","",3
"8121",3593701,591,29989,619,25617,"Online","credit",41372,"03:26:46",2020-07-11,"Completed","",0,"5406236","USA-AZ86322","",3
"8123",730813,591,29989,619,25617,"Online","credit",36161,"01:11:44",2020-07-11,"Completed","",0,"2268505","USA-AZ86322","",3
"8126",8674582,591,29989,619,25617,"Online","credit",37041,"00:15:00",2020-07-11,"Completed","",0,"599651","USA-AZ86322","",3
"8128",5866253,591,29989,619,25617,"Online","credit",39654,"03:31:51",2020-07-11,"Completed","",0,"6046581","USA-AZ86322","",3
"8134",8595955,591,29989,619,25617,"Online","credit",45556,"02:26:24",2020-07-11,"Completed","",0,"8973588","USA-AZ86322","",3
"8137",3942639,591,29989,619,25617,"Online","credit",40627,"00:04:55",2020-07-11,"Completed","",0,"4393420","USA-AZ86322","",3
"8138",4762916,591,29989,619,25617,"Online","credit",42393,"03:16:40",2020-07-11,"Completed","",0,"8794475","USA-AZ86322","",3
"8139",8278306,591,29989,619,25617,"Online","credit",23399,"01:57:36",2020-07-11,"Completed","",0,"6368968","USA-AZ86322","",3
"8143",4503810,591,29989,619,25617,"Online","credit",24160,"03:09:51",2020-07-11,"Completed","",0,"8998516","USA-AZ86322","",3
"8149",9797227,591,29989,619,25617,"Online","credit",41856,"03:30:19",2020-07-11,"Completed","",0,"7221106","USA-AZ86322","",3
"8155",7780862,591,29989,619,25617,"Online","credit",32590,"00:24:34",2020-07-11,"Completed","",0,"9744476","USA-AZ86322","",3
"8158",2071312,591,29989,619,25617,"Online","credit",47751,"02:09:25",2020-07-11,"Completed","",0,"5614441","USA-AZ86322","",3
"8160",7690104,591,29989,619,25617,"Online","credit",34066,"01:06:04",2020-07-11,"Completed","",0,"1119341","USA-AZ86322","",3
"8161",4906881,591,29989,619,25617,"Online","credit",29633,"01:05:48",2020-07-11,"Completed","",0,"8123986","USA-AZ86322","",3
"8164",8831706,591,29989,619,25617,"Online","credit",22861,"03:58:43",2020-07-11,"Completed","",0,"8320151","USA-AZ86322","",3
"8165",9421308,591,29989,619,25617,"Online","credit",46274,"00:29:47",2020-07-11,"Completed","",0,"3328341","USA-AZ86322","",3
"8167",8958143,591,29989,619,25617,"Online","credit",25304,"02:13:41",2020-07-11,"Completed","",0,"8318185","USA-AZ86322","",3
"8171",7807552,591,29989,619,25617,"Online","credit",44581,"02:12:14",2020-07-11,"Completed","",0,"7088889","USA-AZ86322","",3
"8172",3671227,591,29989,619,25617,"Online","credit",34841,"01:58:28",2020-07-11,"Completed","",0,"3341063","USA-AZ86322","",3
"8173",2061003,591,29989,619,25617,"Online","credit",44245,"03:57:45",2020-07-11,"Completed","",0,"7041070","USA-AZ86322","",3
"8178",3470382,591,29989,619,25617,"Online","credit",45036,"01:16:58",2020-07-11,"Completed","",0,"5558032","USA-AZ86322","",3
"8179",1546232,591,29989,619,25617,"Online","credit",28536,"03:42:04",2020-07-11,"Completed","",0,"8031769","USA-AZ86322","",3
"8183",7949986,526,68621,570,20345,"Online","credit",47329,"01:55:55",2020-07-11,"Completed","",0,"8786032","USA-WV25984","",3
"8184",5776367,526,68621,570,20345,"Online","credit",27049,"03:21:25",2020-07-11,"Completed","",0,"3148124","USA-WV25984","",3
"8186",5610211,526,68621,570,20345,"Online","credit",40958,"02:01:44",2020-07-11,"Completed","",0,"3574774","USA-WV25984","",3
"8189",3402694,526,68621,570,20345,"Online","credit",26806,"00:17:14",2020-07-11,"Completed","",0,"1410329","USA-WV25984","",3
"8190",6766764,526,68621,570,20345,"Online","credit",46986,"04:00:11",2020-07-11,"Completed","",0,"6137435","USA-WV25984","",3
"8193",7003143,526,68621,570,20345,"Online","credit",40385,"01:04:53",2020-07-11,"Completed","",0,"2238643","USA-WV25984","",3
"8196",8497567,526,68621,570,20345,"Online","credit",28543,"03:23:49",2020-07-11,"Completed","",0,"7945978","USA-WV25984","",3
"8201",3315089,526,68621,570,20345,"Online","credit",40668,"00:18:48",2020-07-11,"Completed","",0,"150037","USA-WV25984","",3
"8205",8779404,526,68621,570,20345,"Online","credit",33085,"02:11:32",2020-07-11,"Completed","",0,"7670715","USA-WV25984","",3
"8208",4830178,526,68621,570,20345,"Online","credit",40222,"01:58:06",2020-07-11,"Completed","",0,"5265353","USA-WV25984","",3
"8215",9039678,526,68621,570,20345,"Online","credit",36392,"00:07:03",2020-07-11,"Completed","",0,"2158372","USA-WV25984","",3
